place_id	name	address	distance_miles	google_phone	website	google_maps_url	rating	review_count	site_email	site_phone	contact_form_url	instagram_url	facebook_url	spa_type	team_label	junior_label	priority_score	contact_method	outreach_bucket	outreach_status	notes	crawl_status
ChIJYRuThT5FwokRuTb-w4ZFv4o	KHROM AESTHETICS	2797 Ocean Pkwy 2nd floor, Brooklyn, NY 11235, United States	2.8	(929) 930-1844	https://www.khromdermatology.com/	https://www.google.com/maps/place/?q=place_id:ChIJYRuThT5FwokRuTb-w4ZFv4o	5	162	requests@khromaesthetics.com	718-751-0674	https://www.khromdermatology.com/contact-dermatitis/	instagram.com/khromaesthetics	facebook.com/khrom.dermatology	medical spa	UNKNOWN	YES	100	email	D			OK
ChIJew7MiHdbwokR75DNwUw1QIo	The Dermatology Specialists - Crown Heig	614 Eastern Pkwy, Brooklyn, NY 11225, United States	4.0	(212) 385-3700	https://www.thedermspecs.com/locations/crown-heights/	https://www.google.com/maps/place/?q=place_id:ChIJew7MiHdbwokR75DNwUw1QIo	4.4	1428		1557848612		instagram.com/bobbybukamd	facebook.com/BobbyBukaMD	salon	TEAM	NO	56	social	C			OK
ChIJXbyqVwBFwokRNsK2LgMK5X4	Khrom Dermatology	8421 Bay Pkwy, Brooklyn, NY 11214, United States	1.2	(718) 615-4000	https://www.khromdermatology.com/	https://www.google.com/maps/place/?q=place_id:ChIJXbyqVwBFwokRNsK2LgMK5X4	4.9	60	requests@khromaesthetics.com	718-751-0674	https://www.khromdermatology.com/contact-dermatitis/	instagram.com/khromaesthetics	facebook.com/khrom.dermatology	medical spa	UNKNOWN	YES	100	email	D			OK
ChIJbSGSfxFbwokR4PeUMbC_TN4	The Dermatology Specialists - Sunset Par	4124 8th Ave, Brooklyn, NY 11232, United States	1.9	(718) 797-5504	https://www.thedermspecs.com/locations/sunset-park/	https://www.google.com/maps/place/?q=place_id:ChIJbSGSfxFbwokR4PeUMbC_TN4	4.6	861		1557848612		instagram.com/bobbybukamd	facebook.com/BobbyBukaMD	salon	TEAM	NO	59	social	C			OK
ChIJtYU2QRVbwokR_fWA_MPs0Rk	Skin Glow Dermatology	480 Court St suite 103, Brooklyn, NY 11231, United States	4.1	(718) 814-8680	https://skinglowdermatology.com/	https://www.google.com/maps/place/?q=place_id:ChIJtYU2QRVbwokR_fWA_MPs0Rk	5	69	reception@skinglowdermatology.com; reception@skinglowdermatology.com; reception@skinglowdermatology.com	1766459303	https://skinglowdermatology.com/contact-us	instagram.com/yelena_derm_pa	facebook.com/SkinGlowDermatologyClinic	salon	TEAM	NO	81	email	C			OK
ChIJEdyGfLBbwokRPI3xF838w2Q	The Dermatology Specialists - South Slop	538 5th Ave, Brooklyn, NY 11215, United States	3.2	(212) 385-3700	https://www.thedermspecs.com/locations/south-slope/	https://www.google.com/maps/place/?q=place_id:ChIJEdyGfLBbwokRPI3xF838w2Q	4.4	979		1557848612		instagram.com/bobbybukamd	facebook.com/BobbyBukaMD	salon	TEAM	NO	56	social	C			OK
ChIJ2c2-woBzREARR3NCeDCivhc	Skin Medical	floor, 0171, 8082 Merab Kostava Main Entrance, II, Tbilisi 0171, Georgia	5579.9	511 13 44 43	https://www.facebook.com/skinmedical.tbilisi/	https://www.google.com/maps/place/?q=place_id:ChIJ2c2-woBzREARR3NCeDCivhc	5	25		1000940682			facebook.com/skinmedical.tbilisi	salon	UNKNOWN	NO	28	social	D			OK
ChIJXzQEhTZbwokRaOpPoAnr1UM	The Dermatology Specialists-Brooklyn Col	1457 Flatbush Ave, Brooklyn, NY 11210, United States	2.2	(212) 385-3700	https://www.thedermspecs.com/locations/brooklyn-college/	https://www.google.com/maps/place/?q=place_id:ChIJXzQEhTZbwokRaOpPoAnr1UM	4.6	349		1557848612		instagram.com/bobbybukamd	facebook.com/BobbyBukaMD	salon	TEAM	NO	59	social	C			OK
ChIJraD8ObxzREARNIBdPmKGRkY	Nlines aesthetic center	37l Ilia Chavchavadze Avenue, ArchiTower 0162, Georgia	5579.8	599 78 60 90		https://www.google.com/maps/place/?q=place_id:ChIJraD8ObxzREARNIBdPmKGRkY	5	1							UNKNOWN	NO	11	phone	D			NO_SITE
ChIJNSF8x9IMREARrR_xW3-jtGY	Kani Clinic ( Tbilisi )	11 გ. სააკაძის დაღმართი, Tbilisi, Georgia	5579.9	032 243 40 00	https://kani.ge/	https://www.google.com/maps/place/?q=place_id:ChIJNSF8x9IMREARrR_xW3-jtGY	4.9	3837		7253823698		instagram.com/kaniclinic	facebook.com/KaniClinic	salon	UNKNOWN	NO	34	social	D			OK
ChIJDRTDTIFFwokRJLMtNPcFVP0	Kristi's Laser	1414 Sheepshead Bay Rd Suite 105, Brooklyn, NY 11235, United States	2.8	(347) 258-4988		https://www.google.com/maps/place/?q=place_id:ChIJDRTDTIFFwokRJLMtNPcFVP0	5	16							UNKNOWN	NO	15	phone	D			NO_SITE
ChIJseDSeQ9FwokRy5WYmF6bxQk	SK Laser Aesthetics	1312 Kings Hwy, Brooklyn, NY 11229, United States	1.6		https://www.instagram.com/sklaseraesthetics?igsh=MWg3OXAwajBmajZ5OQ==	https://www.google.com/maps/place/?q=place_id:ChIJseDSeQ9FwokRy5WYmF6bxQk	5	4		1992194421		instagram.com/rsrc.php		salon	UNKNOWN	NO	24	social	D			OK
ChIJbf0u80lFwokRYkOqRIhFO28	House of Laser&Spa	1690 E 14th St Unit 2, Brooklyn, NY 11229, United States	1.6	(929) 833-9197		https://www.google.com/maps/place/?q=place_id:ChIJbf0u80lFwokRYkOqRIhFO28	5	83							UNKNOWN	NO	18	phone	D			NO_SITE
ChIJodEx8XdFwokRq438UtFfyBE	Laser Off Spa	1610 E 19th St, Brooklyn, NY 11229, United States	1.7	(917) 353-9805	http://laseroffspa.com/	https://www.google.com/maps/place/?q=place_id:ChIJodEx8XdFwokRq438UtFfyBE	4.9	176		1764806737	http://laseroffspa.com/contacts/	instagram.com/laseroffspa		salon	UNKNOWN	NO	44	form	D			OK
ChIJTW-nBlxFwokR8TRxKjDaci8	Beauty Of Nature	432 Avenue P, Brooklyn, NY 11223, United States	1.1	(347) 374-2717	http://www.beautyofnaturelaser.com/	https://www.google.com/maps/place/?q=place_id:ChIJTW-nBlxFwokR8TRxKjDaci8	4.9	203	beautyofnature432@gmail.com; beautyofnature432@gmail.com; beautyofnature432@gmail.com	2545352419	https://www.beautyofnaturelaser.com/contact	instagram.com/laser_beauty_of_nature_bk	facebook.com/Beauty	salon	TEAM	NO	84	email	C			OK
ChIJAxQVUt1FwokR-vlob-Jf-6I	CJ Laser	1738 86th St, Brooklyn, NY 11214, United States	1.2	(212) 601-2889	http://cjlasernyc.com/	https://www.google.com/maps/place/?q=place_id:ChIJAxQVUt1FwokR-vlob-Jf-6I	5	124		3552673904	http://cjlasernyc.com/pages/contact		facebook.com/CJLaserNYC	salon	TEAM	NO	69	form	C			OK
ChIJsy9jlvdFwokR4nGgEHSzxz4	Laser by JanaBay	76 W Brighton Ave #66, Brooklyn, NY 11224, United States	3.1	(929) 218-5888	http://www.laserbyjanabay.com/	https://www.google.com/maps/place/?q=place_id:ChIJsy9jlvdFwokR4nGgEHSzxz4	4.8	222	info@mysite.com; janabaylaser@gmail.com; janabaylaser@gmail.com	2545352419		instagram.com/lasercenterbrooklyn	facebook.com/zhazira.zhetibayeva.9	salon	UNKNOWN	NO	49	email	D			OK
ChIJbS9wMb5FwokRGcMSGICBzCo	Beauty Concept Lasers | Brooklyn | Laser	2084 E 8th St Second Floor, Brooklyn, NY 11223, United States	1.9	(347) 997-2934	https://beautyconceptlasers.com/services/?utm_source=google_business_profile&utm_medium=profile&utm_campaign=darya_site	https://www.google.com/maps/place/?q=place_id:ChIJbS9wMb5FwokRGcMSGICBzCo	5	242							UNKNOWN	NO	26	phone	D			TIMEOUT
ChIJF1XEiM1FwokRRRPAMGzUqjM	LASER BY K AESTHETICS	623 Avenue H Suite C1, Brooklyn, NY 11230, United States	1.1	(718) 569-7844	http://www.laserbykb.com/	https://www.google.com/maps/place/?q=place_id:ChIJF1XEiM1FwokRRRPAMGzUqjM	4.8	91	laserbykb@gmail.com; laserbykb@gmail.com; laserbykb@gmail.com	1738188734	http://www.laserbykb.com/contact-us			salon	UNKNOWN	NO	48	email	D			OK
ChIJxTMxN5tFwokRPCLu5fPBMXc	Brooklyn Laser Spa	1222 Kings Hwy, Brooklyn, NY 11229, United States	1.6	(929) 461-6682	https://brooklynlaserspa.info/	https://www.google.com/maps/place/?q=place_id:ChIJxTMxN5tFwokRPCLu5fPBMXc	4.7	368	bklynlaserspa@gmail.com; bklynlaserspa@gmail.com; bklynlaserspa@gmail.com	1929461668	https://brooklynlaserspa.info/contacts	instagram.com/brooklynlaserspa		salon	SOLO	NO	59	email	D			OK
ChIJg1XAMhFFwokRTwft_SeRey0	Milora Beauty Hair Removal Studio	1976 59th St, Brooklyn, NY 11204, United States	0.2	(845) 232-1618	http://www.milorabeauty.com/	https://www.google.com/maps/place/?q=place_id:ChIJg1XAMhFFwokRTwft_SeRey0	5	7		1767890431				salon	UNKNOWN	NO	16	phone	D			OK
ChIJmXnNv_xawokRuqnkJxaC8hA	Park Slope Laser Aesthetic Center	499 5th Ave, Brooklyn, NY 11215, United States	3.3	(718) 831-6250	https://www.parkslopelaser.com/	https://www.google.com/maps/place/?q=place_id:ChIJmXnNv_xawokRuqnkJxaC8hA	4.6	266		718-831-6250	https://www.parkslopelaser.com/contactus	instagram.com/parkslope_lasercenter	facebook.com/ParkSlopeAestheticLaserCenter	salon	UNKNOWN	NO	44	form	D			OK
ChIJcTN42wVFwokRD5kv17xkJmw	Laser Space Brooklyn	2102 Avenue Z suite 204, Brooklyn, NY 11235, United States	2.9	(347) 500-2530		https://www.google.com/maps/place/?q=place_id:ChIJcTN42wVFwokRD5kv17xkJmw	5	34							UNKNOWN	NO	18	phone	D			NO_SITE
ChIJlWHorIxEwokR3ypJsH5OQ1U	Aesthetic Allure & Laser Hair Removal Ce	2084 Homecrest Ave, Brooklyn, NY 11229, United States	2.0	(718) 382-3333	https://aestheticallure.com/	https://www.google.com/maps/place/?q=place_id:ChIJlWHorIxEwokR3ypJsH5OQ1U	4.6	130	contact@aestheticallure.com; contact@aestheticallure.com; contact@aestheticallure.com	1667604904	https://aestheticallure.com/pages/contact-us	instagram.com/aestheticallure	facebook.com/AestheticAllure	salon	UNKNOWN	NO	59	email	D			OK
ChIJc27ukuxEwokRCKku3djKwFA	Laser Aesthetics Laser Hair Removal Stud	1737 E 10th St, Brooklyn, NY 11223, United States	1.5	(718) 415-0004	https://laserforeverybody.com/	https://www.google.com/maps/place/?q=place_id:ChIJc27ukuxEwokRCKku3djKwFA	5	12		(718) 415-0004	https://laserforeverybody.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.3		facebook.com/2008	salon	TEAM	NO	63	form	C			OK
ChIJVaQkrEZFwokRCMK3O0B9pbM	Skin Beauty Laser Center	8214 13th Ave, Brooklyn, NY 11228, United States	1.4	(718) 833-0704	https://skinbeautylasercenter.com/	https://www.google.com/maps/place/?q=place_id:ChIJVaQkrEZFwokRCMK3O0B9pbM	4.5	26		718-833-0704	pages/contact.html			salon	UNKNOWN	NO	30	form	D			OK
ChIJo33l70ZEwokR60IGLa_WKpI	Simin Laser Clinique	3009 Ocean Pkwy, Brooklyn, NY 11235, United States	3.0	(929) 499-8899	https://siminclinic.com/	https://www.google.com/maps/place/?q=place_id:ChIJo33l70ZEwokR60IGLa_WKpI	4.7	268	siminlaser@gmail.com; siminlaser@gmail.com	233-3637643		instagram.com/simin_laser	facebook.com/siminlaser	salon	UNKNOWN	NO	49	email	D			OK
ChIJCzMsY99FwokRvgxwNQxsKn8	NY BEAUTY SKIN	1723 E 12th St 3rd floor, Brooklyn, NY 11229, United States	1.6	(917) 310-8441	https://nybeautyskin.com/	https://www.google.com/maps/place/?q=place_id:ChIJCzMsY99FwokRvgxwNQxsKn8	4.7	82	nybeautyskin@gmail.com; nybeautyskin@gmail.com	1854341418	contact.php	instagram.com/ny_beautyskin	facebook.com/tr	salon	UNKNOWN	NO	56	email	D			OK
ChIJ0RBYjkFEwokR1ScpnV4MZxg	Bio Beauty Studio Laser Hair Removal Cen	3049 Brighton 6th St #2, Brooklyn, NY 11235, United States	3.1	(718) 887-8558	http://www.biobeautystudio.com/	https://www.google.com/maps/place/?q=place_id:ChIJ0RBYjkFEwokR1ScpnV4MZxg	4.8	91	contact@biobeautystudio.com	(718)887-8558	http://www.biobeautystudio.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.5		facebook.com/BioBeautyStudioLaserCenter	salon	TEAM	NO	81	email	C			OK
ChIJS5tj4YhEwokR5DVAezMbggY	Laser Skin Care NYC	128 Brighton Beach Ave 4th Fl, Ste.404, Brooklyn, NY 11235, United States	3.2	(917) 270-5805	http://laserskincarenyc.com/	https://www.google.com/maps/place/?q=place_id:ChIJS5tj4YhEwokR5DVAezMbggY	4.9	27	contact@laserskincarenyc.com; contact@laserskincarenyc.com	917-270-5805	#contact_map	instagram.com/laserskincarenyc	facebook.com/Laser	salon	UNKNOWN	NO	53	email	D			OK
ChIJQXRvhXJFwokRnjNaTP9WnDQ	NR Cosmetology & SPA salon	2583 Ocean Ave, Brooklyn, NY 11229, United States	2.3	(929) 231-8010	https://www.cosmetologyandspa.com/	https://www.google.com/maps/place/?q=place_id:ChIJQXRvhXJFwokRnjNaTP9WnDQ	4.8	81	hi@mystore.com; hi@mystore.com; hi@mystore.com	1283335344				salon	UNKNOWN	NO	38	email	D			OK
ChIJNV1rMu5dwokRIN1buysx8xA	Bliss waxing threading salon	210 Utica Ave, Brooklyn, NY 11213, United States	4.6	(718) 450-8193		https://www.google.com/maps/place/?q=place_id:ChIJNV1rMu5dwokRIN1buysx8xA	4.9	149							UNKNOWN	NO	21	phone	D			NO_SITE
ChIJafLNRlyC62cRaqsahDwzYW8	WaxedByDomo	1419 Nostrand Ave, Brooklyn, NY 11226, United States	2.9	(646) 322-0955	https://waxedbydomo.as.me/	https://www.google.com/maps/place/?q=place_id:ChIJafLNRlyC62cRaqsahDwzYW8	5	142	waxedbydomo@gmail.com; labellesuitesnyc@gmail.com; labelcheveux@gmail.com	4654005202				salon	SOLO	NO	41	email	D			OK
